EMG1,EMG11,EMG5,IM EMG13
-0.00036071,2.98e-05,-5.54e-06,-1.98e-05
-0.00027676599999999996,2.84e-05,-5.88e-06,-1.62e-05
3.65e-05,2.6700000000000002e-05,-8.35e-06,-1.62e-05
0.000497906,2.7600000000000003e-05,-1.47e-05,-1.0300000000000001e-05
0.0008974930000000001,2.72e-05,-2.02e-05,-1.0300000000000001e-05
0.00105482,2.9199999999999998e-05,-2.0300000000000002e-05,-5.79e-06
0.000916803,2.9299999999999997e-05,-2.1e-05,-5.79e-06
0.000519182,2.6700000000000002e-05,-2.35e-05,-9.3e-07
5.7100000000000006e-05,2.4100000000000003e-05,-2.62e-05,-1e-06
-0.000210426,2.1600000000000003e-05,-3.06e-05,-1e-06
-0.000214606,2.09e-05,-3.54e-05,1.3e-06
-7.32e-05,2e-05,-3.9200000000000004e-05,1.3e-06
8.98e-05,1.83e-05,-4.11e-05,2.99e-06
0.000194053,1.9699999999999998e-05,-4.11e-05,2.99e-06
0.000198287,2.14e-05,-3.82e-05,2.2800000000000002e-05
0.000129046,2.3899999999999998e-05,-3.17e-05,2.2800000000000002e-05
6.08e-05,3.15e-05,-2.18e-05,4.44e-05
5.4000000000000005e-05,3.5499999999999996e-05,-9.15e-06,6.159999999999999e-05
9.77e-05,3.3e-05,3.36e-06,6.159999999999999e-05
0.000131893,2.9600000000000005e-05,1.36e-05,8.35e-05
0.000104461,2.65e-05,2.37e-05,8.35e-05
-9.8e-06,2.6899999999999997e-05,3.39e-05,8.18e-05
-0.000187992,2.9100000000000003e-05,3.9899999999999994e-05,8.18e-05
-0.00034893699999999996,2.8999999999999997e-05,3.929999999999999e-05,6.99e-05
-0.00040998699999999995,2.95e-05,3.45e-05,6.99e-05
-0.000352169,2.9199999999999998e-05,2.7300000000000003e-05,5.550000000000001e-05
-0.00022062900000000002,2.84e-05,1.7100000000000002e-05,2.8999999999999997e-05
-8.740000000000001e-05,3.06e-05,6.1e-06,2.8999999999999997e-05
-1.85e-05,3.47e-05,9.09e-08,3.5e-06
-5.13e-05,3.48e-05,-1.31e-06,3.5e-06
-0.00015599600000000002,2.8499999999999998e-05,6.970000000000001e-07,-1.3300000000000001e-05
-0.000275277,2.47e-05,8.75e-06,-1.3300000000000001e-05
-0.000408961,2.52e-05,2.09e-05,-3.17e-05
-0.000557684,3.07e-05,3.0799999999999996e-05,-3.17e-05
-0.000676486,3.12e-05,3.4e-05,-5.8899999999999995e-05
-0.000714331,3.3299999999999996e-05,3.09e-05,-9.81e-05
-0.000627611,2.9999999999999997e-05,2.34e-05,-9.81e-05
-0.000404055,2.78e-05,1.59e-05,-0.000117475
-6.77e-05,2.8800000000000002e-05,1.3000000000000001e-05,-0.000117475
0.000260779,3.4899999999999995e-05,1.25e-05,-0.000112395
0.00043605699999999995,3.9399999999999995e-05,1e-05,-0.000112395
0.000400339,3.28e-05,7.53e-06,-9.340000000000001e-05
0.000229292,2.47e-05,7.57e-06,-9.340000000000001e-05
5.610000000000001e-05,2.47e-05,6.8e-06,-6.29e-05
-4.54e-05,2.97e-05,3.5e-07,-2.57e-05
-8.26e-05,3.229999999999999e-05,-1.12e-05,-2.57e-05
-7.35e-05,3.24e-05,-2.37e-05,7.59e-06
-1.31e-05,3.26e-05,-3.3299999999999996e-05,7.59e-06
8.39e-05,3.28e-05,-3.929999999999999e-05,2.2100000000000002e-05
0.000169238,3.3100000000000005e-05,-4.24e-05,2.2100000000000002e-05
0.000201872,3.1e-05,-4.09e-05,2.59e-05
0.000185164,2.8000000000000003e-05,-3.24e-05,2.59e-05
0.000163635,2.9299999999999997e-05,-1.8100000000000003e-05,2.8800000000000002e-05
0.000164014,2.8100000000000002e-05,-4.64e-06,4.8e-05
0.000157208,2.84e-05,1.86e-06,4.8e-05
9.25e-05,2.8100000000000002e-05,4.51e-06,5.9999999999999995e-05
-4.57e-05,2.75e-05,7.25e-06,5.9999999999999995e-05
-0.000198764,2.9999999999999997e-05,1.29e-05,5.3700000000000004e-05
-0.00025736,3.0299999999999998e-05,2.3e-05,5.3700000000000004e-05
-0.000150467,3.26e-05,3.3100000000000005e-05,4.79e-05
7.340000000000001e-05,3.3e-05,3.86e-05,4.79e-05
0.000287358,3.0799999999999996e-05,4.54e-05,2.61e-05
0.000377244,2.8499999999999998e-05,5.79e-05,2.63e-06
0.000306245,2.9100000000000003e-05,6.97e-05,2.63e-06
0.00013563600000000001,3.2e-05,7.6e-05,-1.0199999999999999e-05
-1.7e-05,3.21e-05,7.38e-05,-1.0199999999999999e-05
-7.859999999999999e-05,3.1e-05,6.31e-05,-1.49e-05
-5.65e-05,2.98e-05,5.379999999999999e-05,-1.49e-05
5.92e-06,2.6700000000000002e-05,5.21e-05,-2.48e-05
6.659999999999999e-05,2.68e-05,5.31e-05,-2.48e-05
8.4e-05,2.75e-05,4.8700000000000005e-05,-4.11e-05
3.16e-05,2.9100000000000003e-05,3.6200000000000006e-05,-5.629999999999999e-05
-7.900000000000001e-05,3.05e-05,2.05e-05,-5.629999999999999e-05
-0.00021480400000000003,2.8300000000000003e-05,6.82e-06,-5.660000000000001e-05
-0.000346864,2.45e-05,-4.38e-06,-5.660000000000001e-05
-0.000452235,2.3e-05,-1.39e-05,-4.47e-05
-0.000520436,2.44e-05,-2.13e-05,-4.47e-05
-0.0005568869999999999,2.65e-05,-2.61e-05,-1.7199999999999998e-05
-0.000555985,2.6899999999999997e-05,-3.01e-05,-1.7199999999999998e-05
-0.000491738,2.6899999999999997e-05,-3.63e-05,1.86e-05
-0.000355864,2.72e-05,-4.33e-05,5.8599999999999995e-05
-0.000178265,3.11e-05,-4.8899999999999996e-05,5.8599999999999995e-05
-3.53e-06,3.3600000000000004e-05,-5.11e-05,8.690000000000001e-05
0.000138078,3.229999999999999e-05,-4.9e-05,8.690000000000001e-05
0.000219063,2.7699999999999996e-05,-4.3200000000000007e-05,9.68e-05
0.000223095,2.8000000000000003e-05,-3.27e-05,9.68e-05
0.000196825,2.9299999999999997e-05,-1.4099999999999999e-05,0.00011446799999999999
0.000220429,2.8499999999999998e-05,1.17e-05,0.00011446799999999999
0.000324199,2.51e-05,3.28e-05,0.000116291
0.00046905199999999997,2.7899999999999997e-05,4.45e-05,9.36e-05
0.000558598,2.97e-05,4.88e-05,9.36e-05
0.000492851,3.65e-05,4.6299999999999994e-05,7.01e-05
0.000244486,3.6e-05,3.85e-05,7.01e-05
-9.590000000000001e-05,3.28e-05,3.11e-05,3.8e-05
-0.000406891,2.75e-05,2.64e-05,3.8e-05
-0.00061394,2.8699999999999996e-05,2.2800000000000002e-05,2.7e-06
-0.0006748139999999999,3.13e-05,2.07e-05,2.7e-06
-0.0005796919999999999,3.0299999999999998e-05,1.7899999999999998e-05,-4.13e-05
-0.00037022300000000004,2.61e-05,1.26e-05,-8.48e-05
-0.000158794,2e-05,5.54e-06,-8.48e-05
-7.140000000000001e-05,1.76e-05,-1.43e-06,-0.00010881299999999999
-0.000100339,1.88e-05,-6.55e-06,-0.00010881299999999999
-9.44e-05,2.0399999999999998e-05,-1.04e-05,-0.00011898200000000001
6.73e-05,2.4e-05,-1.7e-05,-0.00011898200000000001
0.00036009,2.9199999999999998e-05,-2.7399999999999995e-05,-0.00013332899999999998
0.000665054,3.2200000000000003e-05,-3.6200000000000006e-05,-0.00013332899999999998
0.000851669,3.2500000000000004e-05,-3.97e-05,-0.000127517
0.0008292519999999999,3.0799999999999996e-05,-4.1700000000000004e-05,-0.00010830200000000001
0.000605425,2.9600000000000005e-05,-4.88e-05,-0.00010830200000000001
0.000275384,3.17e-05,-6.12e-05,-9.13e-05
-4.54e-05,3.73e-05,-7.44e-05,-9.13e-05
-0.000229213,3.9399999999999995e-05,-8.41e-05,-6.659999999999999e-05
-0.00020322599999999998,3.4200000000000005e-05,-8.43e-05,-6.659999999999999e-05
-1.92e-05,3.2e-05,-7.140000000000001e-05,-4.09e-05
0.00018171599999999998,3.0799999999999996e-05,-4.6500000000000005e-05,-4.09e-05
0.00022099400000000002,3.3e-05,-1.0199999999999999e-05,-1.1599999999999999e-05
2.7899999999999997e-05,3.3100000000000005e-05,2.8199999999999998e-05,9.5e-06
-0.000248245,3.15e-05,5.539999999999999e-05,9.5e-06
-0.000423916,3.3100000000000005e-05,6.68e-05,1.88e-05
-0.000443596,3.4200000000000005e-05,6.579999999999999e-05,1.88e-05
-0.00037343699999999996,3.2e-05,5.42e-05,5.68e-05
-0.000276727,3.01e-05,3.5499999999999996e-05,5.68e-05
-0.000158355,2.8600000000000004e-05,1.77e-05,9.44e-05
-2.22e-05,3.06e-05,8.27e-06,9.44e-05
0.00011389,3.11e-05,8.93e-06,0.000113929
0.000230825,3.09e-05,1.7899999999999998e-05,0.00012187399999999999
0.000320594,2.95e-05,2.7600000000000003e-05,0.00012187399999999999
0.00035455,2.9199999999999998e-05,3.15e-05,0.000116596
0.000292395,2.8300000000000003e-05,3.12e-05,0.000116596
0.000142387,2.3100000000000002e-05,3.2e-05,9.609999999999999e-05
-3.0299999999999998e-05,2.18e-05,3.98e-05,9.609999999999999e-05
-0.000162976,2.58e-05,5.8099999999999996e-05,5.8200000000000005e-05
-0.000232875,2.5300000000000002e-05,7.99e-05,5.8200000000000005e-05
-0.000248667,2.3e-05,9.48e-05,1.8100000000000003e-05
-0.00023778700000000002,2.14e-05,9.96e-05,-1.09e-05
-0.00023024299999999998,2.36e-05,9.71e-05,-1.09e-05
-0.000237199,2.57e-05,8.89e-05,-2.7699999999999996e-05
-0.000253968,2.3199999999999998e-05,7.609999999999999e-05,-2.7699999999999996e-05
-0.00028664799999999997,2.4e-05,5.91e-05,-5.2900000000000005e-05
-0.00031843400000000003,2.64e-05,4.16e-05,-5.2900000000000005e-05
-0.000297545,2.8300000000000003e-05,2.56e-05,-7.900000000000001e-05
-0.000215094,3.21e-05,1.36e-05,-7.900000000000001e-05
-9.95e-05,3.6700000000000004e-05,6.02e-06,-0.000102271
3.289999999999999e-05,3.41e-05,9.58e-07,-0.00011226899999999999
0.000172415,2.9199999999999998e-05,-4.36e-06,-0.00011226899999999999
0.000265324,3.12e-05,-1.1e-05,-0.00010900299999999999
0.00026200400000000003,3.18e-05,-2.13e-05,-0.00010900299999999999
0.000210578,3.5499999999999996e-05,-3.16e-05,-9.08e-05
0.000177443,3.9e-05,-3.79e-05,-9.08e-05
0.00016711,3.929999999999999e-05,-4.0600000000000004e-05,-6.32e-05
0.000171652,3.68e-05,-4.1e-05,-6.32e-05
0.000184412,3.46e-05,-3.91e-05,-4.14e-05
0.00017382099999999997,3.2500000000000004e-05,-3.5e-05,-5.58e-06
0.000115041,3.2500000000000004e-05,-2.99e-05,-5.58e-06
2.7399999999999995e-05,3.14e-05,-2.58e-05,2.6700000000000002e-05
-4.85e-05,2.8300000000000003e-05,-2.33e-05,2.6700000000000002e-05
-9.609999999999999e-05,2.71e-05,-2.15e-05,4.51e-05
-0.000121539,2.6700000000000002e-05,-2e-05,4.51e-05
-0.00013379,2.4299999999999998e-05,-1.85e-05,6.31e-05
-0.000144255,2.22e-05,-1.5399999999999998e-05,6.31e-05
-0.000164261,2.26e-05,-1.12e-05,6.49e-05
-0.00019868900000000002,2.35e-05,-9.62e-06,6.759999999999999e-05
-0.00024224900000000002,2.0600000000000003e-05,-1.21e-05,6.759999999999999e-05
-0.00028374,1.93e-05,-1.63e-05,7.13e-05
-0.000324427,1.98e-05,-2.26e-05,7.13e-05
-0.000378649,2.14e-05,-3.16e-05,8.55e-05
-0.00044521199999999995,2.3e-05,-3.9500000000000005e-05,8.55e-05
-0.000489786,3.0299999999999998e-05,-4e-05,9.86e-05
-0.000477241,3.5100000000000006e-05,-3.2200000000000003e-05,9.86e-05
-0.00041808199999999996,3.6700000000000004e-05,-2.25e-05,0.000106104
-0.00038349300000000005,3.64e-05,-1.3000000000000001e-05,9.059999999999999e-05
-0.000421117,3.2500000000000004e-05,-2.06e-06,9.059999999999999e-05
-0.000543923,2.97e-05,8.93e-06,6.74e-05
-0.00069855,2.78e-05,1.56e-05,6.74e-05
-0.00074653,2.8699999999999996e-05,1.7e-05,4.33e-05
-0.000562429,3.3100000000000005e-05,1.7199999999999998e-05,4.33e-05
-0.00015010700000000002,3.4200000000000005e-05,1.95e-05,1.86e-05
0.00033340400000000004,3.5e-05,2.4e-05,1.86e-05
0.0006826060000000001,3.5600000000000005e-05,2.51e-05,2.17e-06
0.000805882,3.8e-05,2.02e-05,-1.99e-05
0.00077885,4.09e-05,1.21e-05,-1.99e-05
0.000745505,3.9500000000000005e-05,4.89e-06,-4.6299999999999994e-05
0.0008229730000000001,3.9e-05,-9.23e-07,-4.6299999999999994e-05
0.00102975,4.16e-05,-8.06e-06,-6.890000000000001e-05
0.00124877,4.15e-05,-1.99e-05,-6.890000000000001e-05
0.00132106,3.85e-05,-3.76e-05,-9.15e-05
0.00119886,3.54e-05,-5.56e-05,-9.15e-05
0.000959498,3.3100000000000005e-05,-6.53e-05,-9.53e-05
0.000688312,3.2200000000000003e-05,-6.409999999999999e-05,-9.85e-05
0.000419516,3.24e-05,-5.36e-05,-9.85e-05
0.000176003,3.19e-05,-2.9299999999999997e-05,-0.000111361
-1.3300000000000001e-05,3.11e-05,9.55e-06,-0.000111361
-0.000137524,2.99e-05,5.379999999999999e-05,-0.00010849299999999999
-0.00022536,2.64e-05,8.88e-05,-0.00010849299999999999
-0.000316596,2.72e-05,0.00010472,-8.08e-05
-0.00042213900000000003,2.71e-05,0.000101275,-8.08e-05
-0.00051912,2.14e-05,8.690000000000001e-05,-4.270000000000001e-05
-0.0005764769999999999,1.7199999999999998e-05,7.44e-05,-7.9e-06
-0.000577162,2.17e-05,6.709999999999999e-05,-7.9e-06
-0.000534977,2.57e-05,5.8599999999999995e-05,1.0199999999999999e-05
-0.000490406,1.7899999999999998e-05,4.66e-05,1.0199999999999999e-05
-0.00046081800000000005,1.7199999999999998e-05,3.39e-05,2.8999999999999997e-05
-0.000432653,2.2899999999999998e-05,1.9600000000000002e-05,2.8999999999999997e-05
-0.000404286,2.3100000000000002e-05,1.4e-06,5.550000000000001e-05
-0.00038681,2.35e-05,-2e-05,5.550000000000001e-05
-0.000385792,2.64e-05,-3.8900000000000004e-05,6.91e-05
-0.000397615,2.68e-05,-4.8100000000000004e-05,7.72e-05
-0.000417406,2.8300000000000003e-05,-4.46e-05,7.72e-05
-0.000442487,2.8499999999999998e-05,-3.32e-05,9.09e-05
-0.000458564,2.3899999999999998e-05,-1.9600000000000002e-05,9.09e-05
-0.00041138599999999997,2.2100000000000002e-05,-2e-06,0.000121405
-0.000244986,2.7399999999999995e-05,2.08e-05,0.000121405
2.25e-05,3.28e-05,4.0799999999999996e-05,0.00012465799999999998
0.00030156,3.3799999999999995e-05,4.7499999999999996e-05,0.00012465799999999998
0.00047590400000000003,3.34e-05,4.1700000000000004e-05,9.08e-05
0.000433138,3.4200000000000005e-05,3.4399999999999996e-05,4.44e-05
0.000159116,3.69e-05,2.94e-05,4.44e-05
-0.000193912,3.9200000000000004e-05,2.22e-05,2.02e-06
-0.000462385,4.03e-05,1.3500000000000001e-05,2.02e-06
-0.000595636,3.71e-05,4.87e-06,-3.17e-05
-0.00059632,3.26e-05,-3.6e-06,-3.17e-05
-0.00047474699999999997,3.18e-05,-9.43e-06,-7.04e-05
-0.00028295,3.37e-05,-1.28e-05,-7.04e-05
-8.609999999999999e-05,3.26e-05,-1.64e-05,-9.779999999999999e-05
0.00010286799999999999,3.53e-05,-1.99e-05,-0.00011990799999999999
0.000275821,3.48e-05,-2.3e-05,-0.00011990799999999999
0.000418735,3.24e-05,-2.51e-05,-0.000136139
0.000558409,3.18e-05,-2.5300000000000002e-05,-0.000136139
0.0006873710000000001,3.4899999999999995e-05,-2.6300000000000002e-05,-0.000130211
0.000705025,3.5e-05,-2.68e-05,-0.000130211
0.000520311,3.04e-05,-2.13e-05,-0.000129919
0.000191158,2.8999999999999997e-05,-5.68e-06,-0.000129919
-0.000120738,3.15e-05,1.56e-05,-0.000137974
-0.000302238,3.34e-05,3.34e-05,-0.000112649
-0.00035277800000000004,3.3600000000000004e-05,4.28e-05,-0.000112649
-0.00032434099999999996,3.2200000000000003e-05,4.2499999999999996e-05,-6.13e-05
-0.000269653,3.27e-05,3.41e-05,-6.13e-05
-0.00022848400000000002,3.37e-05,2.2899999999999998e-05,-1.91e-05
-0.00019213599999999998,3.11e-05,1.1900000000000001e-05,-1.91e-05
-8.97e-05,2.64e-05,-2.24e-06,1.25e-05
0.000144952,2.24e-05,-2.33e-05,1.25e-05
0.00049289,2.13e-05,-4.68e-05,3.66e-05
0.0008519539999999999,2.3100000000000002e-05,-6.21e-05,6.18e-05
0.00109884,2.75e-05,-6.28e-05,6.18e-05
0.0011210999999999999,2.6700000000000002e-05,-4.7e-05,8.909999999999998e-05
0.000873573,2.62e-05,-2.01e-05,8.909999999999998e-05
0.00046815,2.4e-05,4.15e-06,0.000108546
8.809999999999999e-05,2.4100000000000003e-05,1.5399999999999998e-05,0.000108546
-0.00018230400000000002,2.52e-05,1.91e-05,0.000118803
-0.000364952,2.8699999999999996e-05,2.98e-05,0.000118803
-0.000513009,2.71e-05,5.14e-05,0.000122459
-0.000647286,2.9199999999999998e-05,6.56e-05,0.000117596
-0.0007551039999999999,2.42e-05,6.19e-05,0.000117596
-0.000798675,1.9699999999999998e-05,4.99e-05,9.81e-05
-0.000733782,2.36e-05,4.66e-05,9.81e-05
-0.000563755,2.84e-05,5.5799999999999994e-05,8.170000000000001e-05
-0.000381205,2.8100000000000002e-05,7.070000000000001e-05,8.170000000000001e-05
-0.00032944699999999996,2.9299999999999997e-05,8.609999999999999e-05,6.459999999999998e-05
-0.000446929,2.84e-05,9.549999999999999e-05,6.459999999999998e-05
-0.000620676,2.6600000000000003e-05,9.48e-05,4.52e-05
-0.0007136489999999999,2.9100000000000003e-05,8.52e-05,2.9999999999999997e-05
-0.0006715639999999999,3.39e-05,6.99e-05,2.9999999999999997e-05
-0.000496273,3.84e-05,5.17e-05,5.7e-06
-0.00020179,4.0600000000000004e-05,3.4200000000000005e-05,5.7e-06
0.000158259,3.9899999999999994e-05,2.2e-05,-1.65e-05
0.00047903,3.8799999999999994e-05,2.0399999999999998e-05,-1.65e-05
0.0006527109999999999,3.85e-05,3.12e-05,-4.93e-05
0.000609983,3.78e-05,4.7499999999999996e-05,-4.93e-05
0.000362613,3.65e-05,5.660000000000001e-05,-6.7e-05
4.74e-05,3.47e-05,5.31e-05,-7.929999999999999e-05
-0.00015042200000000002,3.41e-05,3.87e-05,-7.929999999999999e-05
-0.000120902,3.0799999999999996e-05,1.58e-05,-8.32e-05
0.00017612400000000002,2.52e-05,-1.22e-05,-8.32e-05
0.0006891110000000001,2.17e-05,-3.929999999999999e-05,-6.78e-05
0.00122773,2.14e-05,-6.159999999999999e-05,-6.78e-05
0.00155462,2.3800000000000003e-05,-7.65e-05,-4.92e-05
0.00149791,2.4e-05,-8.1e-05,-4.92e-05
0.00108041,2.25e-05,-7.56e-05,-3.11e-05
0.0005713469999999999,2.49e-05,-6.13e-05,-2.4e-05
0.000201953,2.55e-05,-4.48e-05,-2.4e-05
1.4300000000000002e-05,2.4100000000000003e-05,-3.13e-05,-9.69e-06
-6.32e-05,2.48e-05,-2.13e-05,-9.69e-06
-0.000104504,2.8699999999999996e-05,-1.4300000000000002e-05,1.84e-05
-0.000166788,2.3100000000000002e-05,-1.05e-05,1.84e-05
-0.00026963700000000003,1.73e-05,-7.92e-06,3.9e-05
-0.000383867,1.88e-05,-4e-06,3.9e-05
-0.000467384,2.07e-05,-7.790000000000001e-07,5.720000000000001e-05
-0.00050866,2.18e-05,6.54e-08,6.809999999999999e-05
-0.000522359,2.4299999999999998e-05,-2.41e-06,6.809999999999999e-05
-0.0005209030000000001,2.7600000000000003e-05,-9.69e-06,7.979999999999999e-05
-0.000509432,3.32e-05,-2.3800000000000003e-05,7.979999999999999e-05
-0.00049213,3.52e-05,-4.13e-05,8.14e-05
-0.000478179,3.09e-05,-5.2600000000000005e-05,8.14e-05
-0.00048550599999999997,2.8800000000000002e-05,-5.3299999999999995e-05,4.18e-05
-0.000514852,2.8999999999999997e-05,-4.8100000000000004e-05,4.18e-05
-0.000529459,2.7699999999999996e-05,-4.14e-05,-1.0300000000000001e-05
-0.000505974,2.64e-05,-3.570000000000001e-05,-5.5799999999999994e-05
-0.000470407,2.68e-05,-3.6e-05,-5.5799999999999994e-05
-0.00043274300000000003,2.56e-05,-4.24e-05,-8.909999999999998e-05
-0.000330534,2.44e-05,-4.74e-05,-8.909999999999998e-05
-0.000120109,2.6899999999999997e-05,-4.72e-05,-0.000109035
0.000160785,2.94e-05,-4.7600000000000005e-05,-0.000109035
0.00047763,3.18e-05,-4.57e-05,-0.000126043
0.0007841839999999999,3.6200000000000006e-05,-3.16e-05,-0.000126043
0.0009354739999999999,3.4399999999999996e-05,-7.03e-06,-0.000132309
0.000809822,2.97e-05,9.61e-06,-0.000107278
0.000466431,2.98e-05,7.23e-06,-0.000107278
8.36e-05,3.41e-05,-8.3e-06,-8.13e-05
-0.000186213,3.91e-05,-2.72e-05,-8.13e-05
-0.00033051099999999997,3.929999999999999e-05,-4e-05,-5.7999999999999994e-05
-0.000415551,3.78e-05,-3.79e-05,-5.7999999999999994e-05
-0.000470001,3.19e-05,-1.51e-05,-1.7800000000000002e-05
-0.000478686,2.8100000000000002e-05,2.05e-05,-1.7800000000000002e-05
-0.00043049099999999997,3.0799999999999996e-05,5.7799999999999995e-05,3.63e-05
-0.000324982,3.54e-05,8.669999999999999e-05,8.08e-05
-0.000175414,3.9500000000000005e-05,0.00010036399999999999,8.08e-05
-2.17e-05,4.05e-05,9.96e-05,9.98e-05
8.26e-05,3.73e-05,8.809999999999999e-05,9.98e-05
0.00012633,3.63e-05,7.18e-05,0.000108425
0.000136654,3.84e-05,6.0299999999999995e-05,0.000108425
0.000108433,3.81e-05,6.27e-05,0.00010416
1.64e-05,3.76e-05,7.950000000000001e-05,0.00010416
-0.00010788,3.81e-05,9.95e-05,9.31e-05
-0.000202946,3.5799999999999996e-05,0.00010845200000000001,6.8e-05
-0.000264966,3.2e-05,9.85e-05,6.8e-05
-0.000350509,2.71e-05,7.09e-05,2.8199999999999998e-05
-0.000476394,2.47e-05,3.19e-05,2.8199999999999998e-05
-0.000547462,2.1600000000000003e-05,5.34e-07,-1.41e-06
-0.00043921,2.34e-05,-1.04e-05,-1.41e-06
-0.000120266,2.6300000000000002e-05,-9.08e-06,-3.05e-05
0.000328038,2.8300000000000003e-05,-1.23e-05,-3.05e-05
0.000688322,2.61e-05,-1.62e-05,-8.43e-05
0.000723288,2.71e-05,-1.3000000000000001e-05,-0.00011075299999999999
0.000477902,3.3299999999999996e-05,-6.37e-06,-0.00011075299999999999
0.00018858400000000002,3.229999999999999e-05,2.61e-06,-0.000104544
2.36e-06,3.09e-05,9.17e-06,-0.000104544
-6.51e-05,2.99e-05,7.04e-06,-8.47e-05
-4.34e-05,3.15e-05,2.27e-06,-8.47e-05
2.46e-05,3.47e-05,3.88e-08,-4.429999999999999e-05
8.32e-05,3.41e-05,-1.37e-06,-4.429999999999999e-05
5.0600000000000003e-05,3.34e-05,-4.02e-06,-6.66e-06
-8.73e-05,3.47e-05,-5.41e-06,5.15e-05
-0.00025262900000000004,3.3600000000000004e-05,-5.25e-06,5.15e-05
-0.00037511900000000004,3.01e-05,-9.26e-06,9.03e-05
-0.00044876800000000005,3.02e-05,-2.2100000000000002e-05,9.03e-05
-0.000505197,3.3299999999999996e-05,-4.1e-05,9.300000000000001e-05
-0.000574706,3.59e-05,-6.13e-05,9.300000000000001e-05
-0.000642546,3.66e-05,-8.23e-05,7.609999999999999e-05
-0.000623161,3.5100000000000006e-05,-0.000101654,7.609999999999999e-05
-0.000416574,3.48e-05,-0.000112156,5.27e-05
9.84e-06,3.5799999999999996e-05,-0.00010975700000000001,2.3800000000000003e-05
0.000594598,3.6200000000000006e-05,-9.609999999999999e-05,2.3800000000000003e-05
0.00115246,3.64e-05,-7.42e-05,-1.8100000000000003e-05
0.00145453,3.66e-05,-5.04e-05,-1.8100000000000003e-05
0.00141134,3.71e-05,-3.5100000000000006e-05,-5.05e-05
0.00110947,3.43e-05,-2.7399999999999995e-05,-5.05e-05
0.000693603,3.18e-05,-1.89e-05,-5.4000000000000005e-05
0.000315542,2.71e-05,7.04e-08,-5.4000000000000005e-05
7.63e-05,2.44e-05,3.14e-05,-8.18e-05
-5.7600000000000004e-05,2.64e-05,6.07e-05,-0.00010805899999999999
-0.000159483,3.4e-05,7.670000000000001e-05,-0.00010805899999999999
-0.000251188,3.69e-05,7.72e-05,-0.000111229
-0.00035445400000000003,2.68e-05,6.78e-05,-0.000111229
-0.000518936,2.44e-05,6.409999999999999e-05,-0.00010059799999999999
-0.000734101,2.64e-05,7.070000000000001e-05,-0.00010059799999999999
-0.000894465,2.6300000000000002e-05,7.8e-05,-7.28e-05
-0.000917591,2.8300000000000003e-05,7.74e-05,-7.28e-05
-0.000823944,2.8100000000000002e-05,6.94e-05,-3.2200000000000003e-05
-0.0006928739999999999,2.33e-05,5.93e-05,7.39e-06
-0.000589375,2.47e-05,5.18e-05,7.39e-06
-0.000534759,3.02e-05,5.15e-05,4.7799999999999996e-05
-0.00050266,3.14e-05,6.23e-05,4.7799999999999996e-05
-0.000446446,3.19e-05,8.18e-05,6.69e-05
-0.000319708,3.19e-05,9.990000000000002e-05,6.69e-05
-5.8899999999999995e-05,2.7300000000000003e-05,0.000105611,9.85e-05
0.00037222199999999996,2.34e-05,9.63e-05,9.85e-05
0.000912665,2.36e-05,8.37e-05,0.000131077
0.00145478,2.62e-05,8.09e-05,0.00015641
0.00183536,2.57e-05,8.14e-05,0.00015641
0.00178539,2.55e-05,6.890000000000001e-05,0.000158254
0.00125266,2.5300000000000002e-05,4.24e-05,0.000158254
0.00058824,2.97e-05,1.4000000000000001e-05,0.000131497
0.000145931,2.75e-05,-6.19e-06,0.000131497
-2.35e-05,2.95e-05,-2.02e-05,9.9e-05
-6.25e-05,3.14e-05,-3.6700000000000004e-05,9.9e-05
-9.159999999999999e-05,3.2e-05,-5.19e-05,7.140000000000001e-05
-0.000124934,3.27e-05,-5.8200000000000005e-05,5.16e-05
-0.000180305,3.5799999999999996e-05,-6.22e-05,5.16e-05
-0.000284765,3.2e-05,-6.9e-05,2.56e-05
-0.000396885,3.47e-05,-7.54e-05,2.56e-05
-0.00046886,3.28e-05,-7.879999999999999e-05,-1.4400000000000001e-05
-0.000480619,3.04e-05,-7.25e-05,-1.4400000000000001e-05
-0.000435685,2.7899999999999997e-05,-5.24e-05,-6.8e-05
-0.000335887,2.7699999999999996e-05,-2.1600000000000003e-05,-6.8e-05
-0.000212135,2.99e-05,1.0199999999999999e-05,-0.00011367799999999999
-0.00011186,3.41e-05,3.13e-05,-0.00011891299999999999
-3.17e-05,3.9399999999999995e-05,3.8299999999999996e-05,-0.00011891299999999999
6.48e-05,3.98e-05,3.5100000000000006e-05,-0.000109804
0.000139653,3.45e-05,2.15e-05,-0.000109804
7.69e-05,2.84e-05,-1.75e-06,-7.97e-05
-0.000160397,2.59e-05,-2.84e-05,-7.97e-05
-0.00045235800000000004,2.7699999999999996e-05,-5.5299999999999996e-05,-1.9699999999999998e-05
-0.000658533,2.95e-05,-8.56e-05,-1.9699999999999998e-05
-0.000733881,2.8300000000000003e-05,-0.000119818,1.9699999999999998e-05
-0.000670835,2.42e-05,-0.00015519200000000001,1.74e-05
-0.00047493199999999996,2.12e-05,-0.00018533400000000002,1.74e-05
-0.000217344,2.13e-05,-0.000195524,-1.77e-06
4.34e-05,2.4100000000000003e-05,-0.00018156,-1.77e-06
0.000325949,2.65e-05,-0.000148897,-7.44e-06
